document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,answera,answerb,answerc,answerd
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,"Who accosts Hurstwood in a Montreal hotel, prompting him to send back most of the money he stole?",A detective,A detective,"Who accosts Hurstwood in a Montreal hotel, prompting him to send back most of the money he stole?",A detective,A detective,A journalist,A detective,A lawyer,A priest
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What name do Carrie and Hurstwood get married under in Montreal?,Wheeler,Wheeler,What name do Carrie and Hurstwood get married under in Montreal?,Wheeler,Wheeler,Wheeler,Meeber,Dreiser,Teicher
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,In what city does Hurstwood purchase a one third share in a small saloon?,New York,New York,In what city does Hurstwood purchase a one third share in a small saloon?,New York,New York,Chicago,Detroit,Montreal,New York
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What does Hurstwood believe about Carrie that causes him to leave her at home while he goes out with friends?,She enjoys domestic life,She enjoys domestic life,What does Hurstwood believe about Carrie that causes him to leave her at home while he goes out with friends?,She enjoys domestic life,She enjoys domestic life,She enjoys domestic life,She is serially unfaithful,She has other friends,She does not drink
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,Who introduces Carrie to Mr. Ames?,The Vances,The Vances,Who introduces Carrie to Mr. Ames?,The Vances,The Vances,A newspaper editor,A theater director,The Vances,Hurstwood
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What emotional state does the wealth of the Vances induce in Carrie?,Dissatisfaction,Dissatisfaction,What emotional state does the wealth of the Vances induce in Carrie?,Dissatisfaction,Dissatisfaction,Apathy,Disgust,Dissatisfaction,Jealousy
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,"After two years in New York, why does Hurstwood begin looking for a new business to invest in?",Answers B. and C.,Answers B. and C.,"After two years in New York, why does Hurstwood begin looking for a new business to invest in?",Answers B. and C.,Answers B. and C.,He is losing money,He dislikes the co-owner,The saloon lease expires,Answers B. and C.
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What does Hurstwood waste time doing while he is supposed to be looking for businesses to invest in?,Reading the newspaper,Reading the newspaper,What does Hurstwood waste time doing while he is supposed to be looking for businesses to invest in?,Reading the newspaper,Reading the newspaper,Reading the newspaper,Attending the theater,Attending singles’ dances,Gambling
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What causes Mrs. Vance to retreat in shock when she calls to visit on Carrie at her apartment?,Hurstwood’s outward appearance,Hurstwood’s outward appearance,What causes Mrs. Vance to retreat in shock when she calls to visit on Carrie at her apartment?,Hurstwood’s outward appearance,Hurstwood’s outward appearance,The smell of garbage,A dead body,Hurstwood’s outward appearance,The apartment’s modest furnishings
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What job does Carrie first get in New York?,Chorus girl,Chorus girl,What job does Carrie first get in New York?,Chorus girl,Chorus girl,Trolley driver,Chorus girl,Glove factory worker,Acting coach
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What does Carrie feel toward Hurstwood after she finds work as a chorus girl?,Resentment,Resentment,What does Carrie feel toward Hurstwood after she finds work as a chorus girl?,Resentment,Resentment,Indifference,Jealousy,Sympathy,Resentment
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What term do crowds of people shout at Hurstwood when he attempts to drive a trolley?,“Scab!”,“Scab!”,What term do crowds of people shout at Hurstwood when he attempts to drive a trolley?,“Scab!”,“Scab!”,“Traitor!”,“Yokel!”,“Scab!”,“Maggot!”
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,Who does Carrie decide to move in with after getting her first speaking part in New York?,Lola,Lola,Who does Carrie decide to move in with after getting her first speaking part in New York?,Lola,Lola,The Vances,Lola,Mr. Ames,The captain
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,How does Hurstwood learn about Carrie’s acting success?,He reads about it,He reads about it,How does Hurstwood learn about Carrie’s acting success?,He reads about it,He reads about it,Carrie visits him,Mr. Vance visits him,He reads about it,He attends the theater
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,How does Hurstwood begin generating income after spending three weeks in a hospital with pneumonia?,Begs for money,Begs for money,How does Hurstwood begin generating income after spending three weeks in a hospital with pneumonia?,Begs for money,Begs for money,Works in a hotel,Picks pockets,Counts cards,Begs for money
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,What does the homeless man known as “the captain” solicit donations for?,Beds for the homeless,Beds for the homeless,What does the homeless man known as “the captain” solicit donations for?,Beds for the homeless,Beds for the homeless,Struggling businesses,Beds for the homeless,Job programs for the homeless,Food for the homeless
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,Who tells Carrie about the theft Hurstwood perpetrated before the two of them left Chicago?,Drouet,Drouet,Who tells Carrie about the theft Hurstwood perpetrated before the two of them left Chicago?,Drouet,Drouet,Drouet,Mrs. Vance,Julia Hurstwood,Fitzgerald and Moy
4bcaf40a-0b26-11ea-9221-c9dc32036b5d,test,"How does Hurstwood die, unbeknownst to Carrie?",Suicide,Suicide,"How does Hurstwood die, unbeknownst to Carrie?",Suicide,Suicide,Suicide,A trolley accident,Pneumonia,Struck by lightning
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,A Taleof Two Cities opens in Which of the following does not characterize this period?,The guillotine stands as a much-fearedfixture on the streets of Paris.,The guillotine stands as a much-fearedfixture on the streets of Paris.,A Taleof Two Cities opens in Which of the following does not characterize this period?,The guillotine stands as a much-fearedfixture on the streets of Paris.,The guillotine stands as a much-fearedfixture on the streets of Paris.,The British colonies in America have just presenteda list of grievances to the King of England.,Crime and capital punishment plague the streets of London.,The guillotine stands as a much-fearedfixture on the streets of Paris.,The French aristocracy causes great suffering among thelower classes.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Why are the driversof the Dover mail coach hesitant to stop for Jerry Cruncher’s message?,They fear that he is a highwayman attemptingto rob the passengers.,They fear that he is a highwayman attemptingto rob the passengers.,Why are the driversof the Dover mail coach hesitant to stop for Jerry Cruncher’s message?,They fear that he is a highwayman attemptingto rob the passengers.,They fear that he is a highwayman attemptingto rob the passengers.,They fear that he is a highwayman attemptingto rob the passengers.,They fear that stopping will put them behind schedule fordelivering the mail in a timely fashion.,"They have been charged with the safety of Jarvis Lorry, oneof the coach’s passengers.",Jerry Cruncher’s troublesome reputation precedes him.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What object doesDoctor Manette keep during his imprisonment in order to escape “inspirit”?,A lock of his wife’s hair,A lock of his wife’s hair,What object doesDoctor Manette keep during his imprisonment in order to escape “inspirit”?,A lock of his wife’s hair,A lock of his wife’s hair,A picture of his wife and daughter,The Bible,A keg of wine,A lock of his wife’s hair
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,By what name dothe men in Defarge’s wine shop call their fellow revolutionaries?,Jacques,Jacques,By what name dothe men in Defarge’s wine shop call their fellow revolutionaries?,Jacques,Jacques,Jacques,Pierre,Jasper,Xavier
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What skill didDoctor Manette develop in order to pass the time during his incarceration?,Shoemaking,Shoemaking,What skill didDoctor Manette develop in order to pass the time during his incarceration?,Shoemaking,Shoemaking,Drawing,Whittling,Shoemaking,Storytelling
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What symbol doesDickens use to portend the bloodshed of the French Revolution?,The broken wine cask,The broken wine cask,What symbol doesDickens use to portend the bloodshed of the French Revolution?,The broken wine cask,The broken wine cask,The Dover mail coach,The broken wine cask,Tellson’s Bank,Madame Defarge’s malevolent stare
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"During her testimony,to whom does Lucie claim that Charles Darnay alluded on the boatride from Calais to Dover?",George Washington,George Washington,"During her testimony,to whom does Lucie claim that Charles Darnay alluded on the boatride from Calais to Dover?",George Washington,George Washington,Louis XVI,John Adams,Napoleon Bonaparte,George Washington
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"After Darnay’sacquittal, why does Sydney Carton claim to dislike him?",Darnay reminds him of how far he hasfallen and everything he might have been.,Darnay reminds him of how far he hasfallen and everything he might have been.,"After Darnay’sacquittal, why does Sydney Carton claim to dislike him?",Darnay reminds him of how far he hasfallen and everything he might have been.,Darnay reminds him of how far he hasfallen and everything he might have been.,Darnay is unattractive and mean-spirited.,Darnay abuses the love of Lucie Manette.,Darnay reminds him of how far he hasfallen and everything he might have been.,"Even though he has been acquitted, Darnay is a traitor."
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,To which animaldoes Dickens compare Sydney Carton?,A jackal,A jackal,To which animaldoes Dickens compare Sydney Carton?,A jackal,A jackal,A jackal,A lion,A weasel,A sloth
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,A Taleof Two Cities was published in weekly installments fromApril to November of what year?,1859,1859,A Taleof Two Cities was published in weekly installments fromApril to November of what year?,1859,1859,1845,1859,1879,1890
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What image doesDickens frequently use to describe Lucie Manette?,A golden thread,A golden thread,What image doesDickens frequently use to describe Lucie Manette?,A golden thread,A golden thread,An earth-bound angel,A golden thread,A tiger lily,A calm in a storm
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What sound doesLucie often hear echoing off the street when she is in her home?,Footsteps,Footsteps,What sound doesLucie often hear echoing off the street when she is in her home?,Footsteps,Footsteps,Footsteps,Brawling,The yells of the crowd at public executions,A choir singing
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"Which of thefollowing characters is related to the Marquis, whose carriage runsdown a small child?",Charles Darnay,Charles Darnay,"Which of thefollowing characters is related to the Marquis, whose carriage runsdown a small child?",Charles Darnay,Charles Darnay,Doctor Manette,Sydney Carton,Charles Darnay,Miss Pross
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who does MissPross believe is the ideal suitor for Lucie Manette?,"Her brother, Solomon","Her brother, Solomon",Who does MissPross believe is the ideal suitor for Lucie Manette?,"Her brother, Solomon","Her brother, Solomon",Sydney Carton,Charles Darnay,"Her brother, Solomon",She believes that no man is good enough for Lucie.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Mr.Lorry try to persuade Mr. Stryver not to do?,Propose to Lucie Manette,Propose to Lucie Manette,What does Mr.Lorry try to persuade Mr. Stryver not to do?,Propose to Lucie Manette,Propose to Lucie Manette,Propose to Lucie Manette,Invest his money in Tellson’s Bank,Drop Sydney Carton as a business colleague,Visit Paris at a time of political turmoil
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"Who promisesLucie Manette that he would, if necessary, die for her?",Sydney Carton,Sydney Carton,"Who promisesLucie Manette that he would, if necessary, die for her?",Sydney Carton,Sydney Carton,Jarvis Lorry,Sydney Carton,Charles Darnay,Monsieur Defarge
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does JerryCruncher frequently go out to do at night?,Dig up bodies in the cemetery,Dig up bodies in the cemetery,What does JerryCruncher frequently go out to do at night?,Dig up bodies in the cemetery,Dig up bodies in the cemetery,Raid Tellson’s Bank,Deliver messages to prisoners in the Bastille,Dig up bodies in the cemetery,Meet with other revolutionaries to plan uprisings
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who informs theDefarges that Lucie Manette has married Charles Darnay?,John Barsad,John Barsad,Who informs theDefarges that Lucie Manette has married Charles Darnay?,John Barsad,John Barsad,The mender of roads,Jarvis Lorry,Gaspard,John Barsad
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"On the nightafter Lucie and Charles are married, what does Doctor Manette do?",He reverts to his prison pastime of makingshoes.,He reverts to his prison pastime of makingshoes.,"On the nightafter Lucie and Charles are married, what does Doctor Manette do?",He reverts to his prison pastime of makingshoes.,He reverts to his prison pastime of makingshoes.,He prepares to join them on their honeymoon.,He reverts to his prison pastime of makingshoes.,He confesses to Miss Pross that he thinks Lucie has madea terrible mistake.,"He writes a letter to Defarge, asking him to spare Darnay’slife."
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"During the stormingof the Bastille, who decapitates the fortress’s guard?",Madame Defarge,Madame Defarge,"During the stormingof the Bastille, who decapitates the fortress’s guard?",Madame Defarge,Madame Defarge,Madame Defarge,Defarge,John Barsad,An anonymous Jacques
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Why does theParis mob kill Foulon?,Because he suggested that starving peopleshould eat grass,Because he suggested that starving peopleshould eat grass,Why does theParis mob kill Foulon?,Because he suggested that starving peopleshould eat grass,Because he suggested that starving peopleshould eat grass,Because he is a spy,Because he suggested that starving peopleshould eat grass,Because his carriage ran down a child in the street,Because he collected high taxes from the peasants
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is the durationof Manette’s psychological relapse after Lucie leaves for her honeymoon?,Nine days,Nine days,What is the durationof Manette’s psychological relapse after Lucie leaves for her honeymoon?,Nine days,Nine days,Nine days,Four days,A fortnight,A year and three months
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"Who developsa habit of watching and speaking to Lucie as she waits on a Parisstreet corner each day, hoping that Darnay will be able to see herfrom his prison window?",A wood-sawyer,A wood-sawyer,"Who developsa habit of watching and speaking to Lucie as she waits on a Parisstreet corner each day, hoping that Darnay will be able to see herfrom his prison window?",A wood-sawyer,A wood-sawyer,Madame Defarge,Defarge,A wood-sawyer,A seamstress
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who does thespy John Barsad turn out to be?,"Miss Pross’ brother, Solomon","Miss Pross’ brother, Solomon",Who does thespy John Barsad turn out to be?,"Miss Pross’ brother, Solomon","Miss Pross’ brother, Solomon","Miss Pross’ brother, Solomon",A relation of the Marquis Evrémonde,Madame Defarge’s long-lost brother,Roger Cly
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Why was DoctorManette imprisoned?,The Marquis Evrémonde feared that Manettewould reveal one of the Marquis’ dark secrets.,The Marquis Evrémonde feared that Manettewould reveal one of the Marquis’ dark secrets.,Why was DoctorManette imprisoned?,The Marquis Evrémonde feared that Manettewould reveal one of the Marquis’ dark secrets.,The Marquis Evrémonde feared that Manettewould reveal one of the Marquis’ dark secrets.,He stole bread.,He failed to save the life of an aristocrat’s daughter.,The Marquis Evrémonde feared that Manettewould reveal one of the Marquis’ dark secrets.,He was an outspoken critic of the royal family.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"Who is Miss Pross’s brother, whose real name is Solomon, and a British spy?",John Barsad,John Barsad,"Who is Miss Pross’s brother, whose real name is Solomon, and a British spy?",John Barsad,John Barsad,Monsieur Defarge,Roger Cly,John Barsad,Mr. Lorry
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is Charles Darnay’s real last name?,Evremonde,Evremonde,What is Charles Darnay’s real last name?,Evremonde,Evremonde,Defarge,Marquis,Gabelle,Evremonde
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Whose side occupation is as a “Resurrection-Man”?,Jerry Cruncher,Jerry Cruncher,Whose side occupation is as a “Resurrection-Man”?,Jerry Cruncher,Jerry Cruncher,Jerry Cruncher,Sydney Carton,Doctor Manette,Charles Darnay
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What saves Sydney Carton from his self-proclaimed wasted life?,His love for Lucy,His love for Lucy,What saves Sydney Carton from his self-proclaimed wasted life?,His love for Lucy,His love for Lucy,His love for Lucy,Giving up alcohol,Finding God,A near death experience
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What did Monsieur Defarge do before he was a wine shop owner and revolutionary?,He was Doctor Manette’s servant.,He was Doctor Manette’s servant.,What did Monsieur Defarge do before he was a wine shop owner and revolutionary?,He was Doctor Manette’s servant.,He was Doctor Manette’s servant.,He was a shoe maker.,He was Doctor Manette’s servant.,He was a wood-sawyer.,"Nothing, he’s actually an aristocrat."
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Which characters go through profound transformations?,Doctor Manette and Sydney Carton,Doctor Manette and Sydney Carton,Which characters go through profound transformations?,Doctor Manette and Sydney Carton,Doctor Manette and Sydney Carton,Miss Pross and Jerry Cruncher,Doctor Manette and Sydney Carton,Monsieur and Madame Defarge,Charles Darnay and Lucy
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What helps explain Madame Defarge’s vengefulness and bloodlust?,Her family’s suffering at the hands of oppression,Her family’s suffering at the hands of oppression,What helps explain Madame Defarge’s vengefulness and bloodlust?,Her family’s suffering at the hands of oppression,Her family’s suffering at the hands of oppression,Her hero is Lady Macbeth.,Her need to prove that she’s a good revolutionary,Her family’s suffering at the hands of oppression,Her ambition to rule
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What characterizes Lucie?,"Love, purity, compassion, devotion","Love, purity, compassion, devotion",What characterizes Lucie?,"Love, purity, compassion, devotion","Love, purity, compassion, devotion","Love, purity, compassion, devotion","Sensitivity, indecision, timidity","Passion, drama, bold actions","Anger, self-righteousness, defensiveness"
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Which character can be interpreted as being redeemed by actions?,Sydney Carton,Sydney Carton,Which character can be interpreted as being redeemed by actions?,Sydney Carton,Sydney Carton,Mr. Lorry,Jerry Stryver,Sydney Carton,Monsieur Defarge
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Which characters have been singled out by critics as being too flat?,Lucie and Charles Darnay,Lucie and Charles Darnay,Which characters have been singled out by critics as being too flat?,Lucie and Charles Darnay,Lucie and Charles Darnay,Lucie and Charles Darnay,Sydney Carton and Doctor Manette,Jerry Cruncher and Mr. Lorry,Lucy’s daughter and Roger Cly
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Carton’s sacrifice suggest about France’s fate?,That its violence may finally give way to a better society,That its violence may finally give way to a better society,What does Carton’s sacrifice suggest about France’s fate?,That its violence may finally give way to a better society,That its violence may finally give way to a better society,That all will be well,That France is doomed,That its violence may finally give way to a better society,That the revolutionaries must be overthrown before the country can heal
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What aspect of the revolution does the novel criticize?,The way the peasants overthrow cruelty with cruelty,The way the peasants overthrow cruelty with cruelty,What aspect of the revolution does the novel criticize?,The way the peasants overthrow cruelty with cruelty,The way the peasants overthrow cruelty with cruelty,That the peasants are not vicious enough,The way the peasants overthrow cruelty with cruelty,The way money was redistributed,That the British were not allowed to help restructure French society
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Which one of these is not “a double” in the narrative?,Monsieur Defarge and Doctor Manette,Monsieur Defarge and Doctor Manette,Which one of these is not “a double” in the narrative?,Monsieur Defarge and Doctor Manette,Monsieur Defarge and Doctor Manette,England and France,Lucy and Madame Defarge,Monsieur Defarge and Doctor Manette,Carton and Darnay
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,To whom is Carton often compared because of his sacrifice?,Christ,Christ,To whom is Carton often compared because of his sacrifice?,Christ,Christ,Job,Christ,Ghandi,The Buddha
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does the broken wine cask symbolize?,Hunger and a bloodthirsty desire for change,Hunger and a bloodthirsty desire for change,What does the broken wine cask symbolize?,Hunger and a bloodthirsty desire for change,Hunger and a bloodthirsty desire for change,The purity of the revolutionary dream,Failings of the transport and agricultural ministries,The inability to be washed free of sin,Hunger and a bloodthirsty desire for change
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Where does A Tale of Two Cities take place?,In England and France,In England and France,Where does A Tale of Two Cities take place?,In England and France,In England and France,In England and the United States,In France and the United States,In the United States only,In England and France
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is Mr. Lorry’s occupation?,He works for a bank called Tellson’s.,He works for a bank called Tellson’s.,What is Mr. Lorry’s occupation?,He works for a bank called Tellson’s.,He works for a bank called Tellson’s.,Bodyguard,He works for a bank called Tellson’s.,He runs a wine shop.,Doctor
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Where does Lucy Manette think her father has been?,Dead,Dead,Where does Lucy Manette think her father has been?,Dead,Dead,In the Americas,Missing,Dead,In prison
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,How long did Doctor Manette spend in prison?,Almost 18 years,Almost 18 years,How long did Doctor Manette spend in prison?,Almost 18 years,Almost 18 years,36 years,"Doctor Manette was a shoemaker, not a prisoner.",About 7 years,Almost 18 years
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Where must Mr. Lorry and Lucy go to get Doctor Manette?,To the house of an old servant in Paris,To the house of an old servant in Paris,Where must Mr. Lorry and Lucy go to get Doctor Manette?,To the house of an old servant in Paris,To the house of an old servant in Paris,To the house of an old servant in Paris,To Tellson’s bank in London,To the Royal George Hotel in Dover,To the Bastille in Paris
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What happens when a cask of wine spills along the street in Paris?,Everyone rushes to drink some.,Everyone rushes to drink some.,What happens when a cask of wine spills along the street in Paris?,Everyone rushes to drink some.,Everyone rushes to drink some.,People think it’s blood and run screaming.,A young boy slips and drowns in it.,Monsieur Defarge is arrested for inciting a riot.,Everyone rushes to drink some.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is Jacques a codename for?,Revolutionaries,Revolutionaries,What is Jacques a codename for?,Revolutionaries,Revolutionaries,Spies,Englishmen,Revolutionaries,Aristocrats
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Whom do the three Jacques watch through a hole in the wall in the fifth floor?,"Doctor Manette, making shoes","Doctor Manette, making shoes",Whom do the three Jacques watch through a hole in the wall in the fifth floor?,"Doctor Manette, making shoes","Doctor Manette, making shoes","Doctor Manette, making shoes",Lucy and Mr. Lorry talking about Doctor Manette,Madame Defarge knitting,John Barsad whom they’ve captured for spying
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Whom does Doctor Manette think Lucy is at first?,His late wife,His late wife,Whom does Doctor Manette think Lucy is at first?,His late wife,His late wife,Madame Defarge,A ghost,His mother,His late wife
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Lucy want to do now that she’s found her father?,Take him back to London immediately,Take him back to London immediately,What does Lucy want to do now that she’s found her father?,Take him back to London immediately,Take him back to London immediately,Take him back to London immediately,Stay in Paris until he recovers,Leave him and return home alone,Put him in Mr. Lorry’s care
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Jerry Cruncher do for a living?,Messenger and runner for Tellson’s Bank,Messenger and runner for Tellson’s Bank,What does Jerry Cruncher do for a living?,Messenger and runner for Tellson’s Bank,Messenger and runner for Tellson’s Bank,He’s a banker.,He works in a cemetery.,Messenger and runner for Tellson’s Bank,He makes rust.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,In what year do these chapters take place?,1780,1780,In what year do these chapters take place?,1780,1780,1492,1780,1917,1862
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is Charles Darnay on trial for?,Treason,Treason,What is Charles Darnay on trial for?,Treason,Treason,Being a revolutionary,Theft,Treason,Murder
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Why is Darnay acquitted?,Because Sydney Carton looks just like him,Because Sydney Carton looks just like him,Why is Darnay acquitted?,Because Sydney Carton looks just like him,Because Sydney Carton looks just like him,Because Sydney Carton looks just like him,Because of Lucy’s testimony,Because of Doctor Manette’s testimony,Because the jury liked his impassioned speech
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,How does Carton describe himself to Darnay?,"Disappointed, misanthropic, unloved","Disappointed, misanthropic, unloved",How does Carton describe himself to Darnay?,"Disappointed, misanthropic, unloved","Disappointed, misanthropic, unloved","Ambitious, vengeful, unforgiving","Generous, devoted, friendly","Disappointed, misanthropic, unloved","Excitable, paranoid, fearful"
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,How do Stryver and Carton know each other?,They went to school together.,They went to school together.,How do Stryver and Carton know each other?,They went to school together.,They went to school together.,Stryver defended Carton once.,Carton saved Stryver’s life.,They went to school together.,They are cousins.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,"What are Stryver’s and Carton’s nicknames, respectively?",Lion and Jackal,Lion and Jackal,"What are Stryver’s and Carton’s nicknames, respectively?",Lion and Jackal,Lion and Jackal,Lion and Hyena,Lion and Jackal,Puffin and Grouse,Cheetah and Wolf
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Miss Pross complain about?,All the suitors who visit Lucy,All the suitors who visit Lucy,What does Miss Pross complain about?,All the suitors who visit Lucy,All the suitors who visit Lucy,Doctor Manette making shoes,All the suitors who visit Lucy,How hard it is to keep the house clean,The echo from the streets
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What is Doctor Manette’s occupation in London?,Doctor,Doctor,What is Doctor Manette’s occupation in London?,Doctor,Doctor,Doctor,Shoemaker,Banker,Professor
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What story does Darnay tell that makes Doctor Manette startle and look ill?,About a prisoner carving the word “dig” in his cell,About a prisoner carving the word “dig” in his cell,What story does Darnay tell that makes Doctor Manette startle and look ill?,About a prisoner carving the word “dig” in his cell,About a prisoner carving the word “dig” in his cell,About his conversation with Carton,About a cask of wine breaking on the streets of Paris,About a prisoner carving the word “dig” in his cell,About his own experience in shoe making
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Marquis Evremonde’s carriage run over?,A child,A child,What does Marquis Evremonde’s carriage run over?,A child,A child,A dog,A child,A man who was riding under the carriage,Madame Defarge’s sister
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does the Marquis throw out of his carriage?,A few coins for the man whose son he just killed,A few coins for the man whose son he just killed,What does the Marquis throw out of his carriage?,A few coins for the man whose son he just killed,A few coins for the man whose son he just killed,A few coins for the man whose son he just killed,Trash,A cask of wine for the angry crowd,A bag of apples
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does the road-mender tell the Marquis?,That someone was riding under the Marquis's carriage,That someone was riding under the Marquis's carriage,What does the road-mender tell the Marquis?,That someone was riding under the Marquis's carriage,That someone was riding under the Marquis's carriage,That the Marquis killed a child,That the Marquis is an evil aristocrat,That someone was hanging off the back of the Marquis's carriage,That someone was riding under the Marquis's carriage
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Darnay tell the Marquis that their family legacy is?,"Fear, inhumanity, slavery","Fear, inhumanity, slavery",What does Darnay tell the Marquis that their family legacy is?,"Fear, inhumanity, slavery","Fear, inhumanity, slavery","Fear, inhumanity, slavery","Power, wealth, and success",Good works and responsibility,"Engagement, philanthropy, and whimsy"
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What happens to the Marquis the next morning?,He is found stabbed to death by a “Jacques.”,He is found stabbed to death by a “Jacques.”,What happens to the Marquis the next morning?,He is found stabbed to death by a “Jacques.”,He is found stabbed to death by a “Jacques.”,He has four attendants serve him a soft-boiled egg.,He receives a death threat and flees the estate.,He is found stabbed to death by a “Jacques.”,The road-mender is imprisoned.
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who tells Doctor Manette of his love for Lucie?,Darnay,Darnay,Who tells Doctor Manette of his love for Lucie?,Darnay,Darnay,Darnay,Carton,Stryver,Defarge
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,Who goes to the bank to tell Mr. Lorry of his intention to propose to Lucie?,Stryver,Stryver,Who goes to the bank to tell Mr. Lorry of his intention to propose to Lucie?,Stryver,Stryver,Stryver,Carton,Darnay,Cruncher
506e32ec-0b26-11ea-9221-c9dc32036b5d,test,What does Mr. Lorry find out about Stryver from Doctor Manette?,Stryver has no hope of Lucie marrying him.,Stryver has no hope of Lucie marrying him.,What does Mr. Lorry find out about Stryver from Doctor Manette?,Stryver has no hope of Lucie marrying him.,Stryver has no hope of Lucie marrying him.,Stryver is a revolutionary.,Stryver is a spy.,Stryver has no hope of Lucie marrying him.,Lucie wants to marry him.
